timestamp,value
2024-01-01 00:00:00,20.418776764785715
2024-01-01 01:00:00,21.608837050876424
2024-01-01 02:00:00,23.687536598379165
2024-01-01 03:00:00,23.995615405712105
2024-01-01 04:00:00,23.747569713017917
2024-01-01 05:00:00,25.589593555307406
2024-01-01 06:00:00,23.445241620041788
2024-01-01 07:00:00,25.42824963090987
2024-01-01 08:00:00,24.25777826125722
2024-01-01 09:00:00,23.59423371140508
2024-01-01 10:00:00,22.10992314826539
2024-01-01 11:00:00,21.619505680987345
2024-01-01 12:00:00,20.114022144472077
2024-01-01 13:00:00,18.379989174603992
2024-01-01 14:00:00,18.71240738543198
2024-01-01 15:00:00,16.983778212435496
2024-01-01 16:00:00,16.26548141379527
2024-01-01 17:00:00,14.293508718940348
2024-01-01 18:00:00,14.475613203932529
2024-01-01 19:00:00,15.197072443005183
2024-01-01 20:00:00,14.919372533642182
2024-01-01 21:00:00,16.840310941491865
2024-01-01 22:00:00,17.981427564708284
2024-01-01 23:00:00,18.347053637484432
2024-01-02 00:00:00,20.255664255245055
2024-01-02 01:00:00,21.51678567230132
2024-01-02 02:00:00,22.440864660521278
2024-01-02 03:00:00,23.878914083956033
2024-01-02 04:00:00,23.805810593662155
2024-01-02 05:00:00,24.65357851000102
2024-01-02 06:00:00,24.632772592608312
2024-01-02 07:00:00,25.343896298535174
2024-01-02 08:00:00,23.84902041370839
2024-01-02 09:00:00,23.865362752308275
2024-01-02 10:00:00,22.38956676951867
2024-01-02 11:00:00,21.22198303691997
2024-01-02 12:00:00,20.24596131776368
2024-01-02 13:00:00,19.531288337940985
2024-01-02 14:00:00,17.911735333412462
2024-01-02 15:00:00,16.281392529022767
2024-01-02 16:00:00,14.854083607714943
2024-01-02 17:00:00,15.400368675560903
2024-01-02 18:00:00,14.885466886504478
2024-01-02 19:00:00,15.299977537247484
2024-01-02 20:00:00,15.739178695685085
2024-01-02 21:00:00,15.659586521875474
2024-01-02 22:00:00,17.790964518021852
2024-01-02 23:00:00,19.2366589739365
2024-01-03 00:00:00,19.467654628395973
2024-01-03 01:00:00,21.855875340287323
2024-01-03 02:00:00,22.265155113605697
2024-01-03 03:00:00,23.292036366004925
2024-01-03 04:00:00,24.371111498629784
2024-01-03 05:00:00,24.834794362206114
2024-01-03 06:00:00,24.576896033213128
2024-01-03 07:00:00,25.12272525849889
2024-01-03 08:00:00,24.661038822158428
2024-01-03 09:00:00,24.380237278425636
2024-01-03 10:00:00,21.663330200840782
2024-01-03 11:00:00,21.095381732716408
2024-01-03 12:00:00,20.207947302208712
2024-01-03 13:00:00,18.884374309571463
2024-01-03 14:00:00,17.19629462782163
2024-01-03 15:00:00,15.722268751824352
2024-01-03 16:00:00,15.77649361086807
2024-01-03 17:00:00,15.17000582737496
2024-01-03 18:00:00,14.993831845124287
2024-01-03 19:00:00,15.161823115015599
2024-01-03 20:00:00,16.18215948725319
2024-01-03 21:00:00,16.56093827003019
2024-01-03 22:00:00,17.169503779426687
2024-01-03 23:00:00,18.904104400034402
2024-01-04 00:00:00,19.833852258330744
2024-01-04 01:00:00,20.383483839060045
2024-01-04 02:00:00,21.999438657828087
2024-01-04 03:00:00,22.771829356938827
2024-01-04 04:00:00,23.996001265337043
2024-01-04 05:00:00,24.611874785782287
2024-01-04 06:00:00,24.927824557660667
2024-01-04 07:00:00,24.90351358387047
2024-01-04 08:00:00,23.53148206463802
2024-01-04 09:00:00,23.703043471258137
2024-01-04 10:00:00,22.56418886595211
2024-01-04 11:00:00,21.90833423495606
2024-01-04 12:00:00,20.36023428092024
2024-01-04 13:00:00,18.832486152494152
2024-01-04 14:00:00,17.010192788141314
2024-01-04 15:00:00,16.602481262705943
2024-01-04 16:00:00,16.101609804553753
2024-01-04 17:00:00,14.402019552076762
2024-01-04 18:00:00,14.390117275498307
2024-01-04 19:00:00,15.067180199049801
2024-01-04 20:00:00,15.41435669114916
2024-01-04 21:00:00,16.382088791720918
2024-01-04 22:00:00,17.649738027046592
2024-01-04 23:00:00,18.49466544613538
2024-01-05 00:00:00,19.748594166179142
2024-01-05 01:00:00,20.504804348118963
2024-01-05 02:00:00,22.591850653482577
2024-01-05 03:00:00,23.250406128082354
2024-01-05 04:00:00,23.932608270773443
2024-01-05 05:00:00,24.13677410965552
2024-01-05 06:00:00,25.318435842691244
2024-01-05 07:00:00,25.35796253747072
2024-01-05 08:00:00,24.050897473182122
2024-01-05 09:00:00,23.228582260285762
2024-01-05 10:00:00,21.672836889870805
2024-01-05 11:00:00,20.728520168237843
2024-01-05 12:00:00,20.511429204659947
2024-01-05 13:00:00,19.218822660295004
2024-01-05 14:00:00,17.55740459952286
2024-01-05 15:00:00,16.48535880997398
2024-01-05 16:00:00,14.589827743169103
2024-01-05 17:00:00,15.237039451029
2024-01-05 18:00:00,15.27217577701513
