timestamp,value
2024-01-01 00:00:00,26.241395432949297
2024-01-01 01:00:00,33.181600122263305
2024-01-01 02:00:00,31.821394935911286
2024-01-01 03:00:00,34.482695976182825
2024-01-01 04:00:00,29.336217777593486
2024-01-01 05:00:00,36.81162148040309
2024-01-01 06:00:00,37.74491923107125
2024-01-01 07:00:00,38.96200170668865
2024-01-01 08:00:00,43.80393782075086
2024-01-01 09:00:00,38.06181435784484
2024-01-01 10:00:00,38.88692323906748
2024-01-01 11:00:00,41.18537386552068
2024-01-01 12:00:00,43.181478475101784
2024-01-01 13:00:00,42.79467095649778
2024-01-01 14:00:00,46.35218991605326
2024-01-01 15:00:00,44.992820835028
2024-01-01 16:00:00,45.955222204164734
2024-01-01 17:00:00,44.092701121128904
2024-01-01 18:00:00,50.06365778854531
2024-01-01 19:00:00,48.915456505429475
2024-01-01 20:00:00,46.76257014554252
2024-01-01 21:00:00,44.31716422557329
2024-01-01 22:00:00,50.88595575460122
2024-01-01 23:00:00,49.53929771742283
2024-01-02 00:00:00,46.24973833758385
2024-01-02 01:00:00,51.24364531327037
2024-01-02 02:00:00,46.69884025666129
2024-01-02 03:00:00,51.26929571648019
2024-01-02 04:00:00,48.45004774603331
2024-01-02 05:00:00,47.97085720157392
2024-01-02 06:00:00,54.962858320825454
2024-01-02 07:00:00,46.431422481595945
2024-01-02 08:00:00,52.61909993867898
2024-01-02 09:00:00,44.33334652956462
2024-01-02 10:00:00,49.98919404817694
2024-01-02 11:00:00,43.717470820873146
2024-01-02 12:00:00,46.00455434289316
2024-01-02 13:00:00,42.58847278170251
2024-01-02 14:00:00,38.89200302263887
2024-01-02 15:00:00,42.25286492048743
2024-01-02 16:00:00,39.249787171737104
2024-01-02 17:00:00,38.40344629188415
2024-01-02 18:00:00,35.937975456405056
2024-01-02 19:00:00,39.92077439580688
2024-01-02 20:00:00,36.93589422314302
2024-01-02 21:00:00,33.64679095570716
2024-01-02 22:00:00,37.397067949790745
2024-01-02 23:00:00,32.99025025126577
2024-01-03 00:00:00,31.376684904323753
2024-01-03 01:00:00,30.32966064731979
2024-01-03 02:00:00,29.09829134576454
2024-01-03 03:00:00,26.669409242351794
2024-01-03 04:00:00,33.18334767095655
2024-01-03 05:00:00,28.37590911066718
2024-01-03 06:00:00,26.472009756298107
2024-01-03 07:00:00,23.991597090203623
2024-01-03 08:00:00,28.241831138248916
2024-01-03 09:00:00,19.09041548693024
2024-01-03 10:00:00,23.765842508828854
2024-01-03 11:00:00,17.931077723152363
2024-01-03 12:00:00,19.132861750854197
2024-01-03 13:00:00,17.74948054006732
2024-01-03 14:00:00,16.16999357338454
2024-01-03 15:00:00,16.144819163506185
2024-01-03 16:00:00,12.940324719254454
2024-01-03 17:00:00,11.678309236259505
2024-01-03 18:00:00,11.719992328019465
2024-01-03 19:00:00,13.149518747539036
2024-01-03 20:00:00,13.151349098379173
